"PASSENGERS","DISTANCE","UNIQUE_CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","DEST","DEST_CITY_NAME","DEST_STATE_NM",
1.00,268.00,"Warbelow","GAL","Galena, AK","Alaska","FAI","Fairbanks, AK","Alaska",
1.00,79.00,"Warbelow","VEE","Venetie, AK","Alaska","ARC","Arctic Village, AK","Alaska",
1.00,76.00,"Warbelow","VEE","Venetie, AK","Alaska","CIK","Chalkyitsik, AK","Alaska",
1.00,53.00,"Warbelow","VEE","Venetie, AK","Alaska","WBQ","Beaver, AK","Alaska",
1.00,53.00,"Warbelow","WBQ","Beaver, AK","Alaska","VEE","Venetie, AK","Alaska",
1.00,16.00,"Hageland Aviation Service","AKI","Akiak, AK","Alaska","TLT","Tuluksak, AK","Alaska",
1.00,46.00,"Hageland Aviation Service","BKC","Buckland, AK","Alaska","DRG","Deering, AK","Alaska",
1.00,50.00,"Hageland Aviation Service","CKD","Crooked Creek, AK","Alaska","ANI","Aniak, AK","Alaska",
1.00,26.00,"Hageland Aviation Service","CKD","Crooked Creek, AK","Alaska","RDV","Red Devil, AK","Alaska",
1.00,34.00,"Hageland Aviation Service","CKD","Crooked Creek, AK","Alaska","SLQ","Sleetmute, AK","Alaska",
1.00,57.00,"Hageland Aviation Service","DRG","Deering, AK","Alaska","OTZ","Kotzebue, AK","Alaska",
1.00,55.00,"Hageland Aviation Service","FVQ","Donlin Creek Mine, AK","Alaska","ANI","Aniak, AK","Alaska",
1.00,81.00,"Hageland Aviation Service","GLV","Golovin, AK","Alaska","UNK","Unalakleet, AK","Alaska",
1.00,69.00,"Hageland Aviation Service","KAL","Kaltag, AK","Alaska","UNK","Unalakleet, AK","Alaska",
1.00,21.00,"Hageland Aviation Service","KGX","Grayling, AK","Alaska","SHX","Shageluk, AK","Alaska",
1.00,45.00,"Hageland Aviation Service","KOT","Kotlik, AK","Alaska","AUK","Alakanuk, AK","Alaska",
1.00,94.00,"Hageland Aviation Service","KOT","Kotlik, AK","Alaska","MLL","Marshall, AK","Alaska",
1.00,40.00,"Hageland Aviation Service","KPN","Kipnuk, AK","Alaska","KKH","Kongiganak, AK","Alaska",
1.00,115.00,"Hageland Aviation Service","KSM","St. Mary's, AK","Alaska","HCR","Holy Cross, AK","Alaska",
1.00,44.00,"Hageland Aviation Service","MLL","Marshall, AK","Alaska","KSM","St. Mary's, AK","Alaska",
1.00,54.00,"Hageland Aviation Service","MOU","Mountain Village, AK","Alaska","EMK","Emmonak, AK","Alaska",
1.00,48.00,"Hageland Aviation Service","MOU","Mountain Village, AK","Alaska","SXP","Sheldon Point, AK","Alaska",
1.00,140.00,"Hageland Aviation Service","MYU","Mekoryuk, AK","Alaska","ATT","Atmautluak, AK","Alaska",
1.00,32.00,"Hageland Aviation Service","ORV","Noorvik, AK","Alaska","WLK","Selawik, AK","Alaska",
1.00,66.00,"Hageland Aviation Service","PKA","Napaskiak, AK","Alaska","KWN","Quinhagak, AK","Alaska",
1.00,11.00,"Hageland Aviation Service","PTU","Platinum, AK","Alaska","GNU","Goodnews Bay, AK","Alaska",
1.00,80.00,"Hageland Aviation Service","RDB","Red Dog, AK","Alaska","OTZ","Kotzebue, AK","Alaska",
1.00,125.00,"Hageland Aviation Service","RSH","Russian Mission, AK","Alaska","SXP","Sheldon Point, AK","Alaska",
1.00,164.00,"Hageland Aviation Service","SCC","Deadhorse, AK","Alaska","AKP","Anaktuvuk Pass, AK","Alaska",
1.00,264.00,"Hageland Aviation Service","SCC","Deadhorse, AK","Alaska","FYU","Fort Yukon, AK","Alaska",
1.00,67.00,"Hageland Aviation Service","SKK","Shaktoolik, AK","Alaska","WBB","Stebbins, AK","Alaska",
1.00,98.00,"Hageland Aviation Service","SRV","Stony River, AK","Alaska","ANI","Aniak, AK","Alaska",
1.00,20.00,"Hageland Aviation Service","SRV","Stony River, AK","Alaska","SLQ","Sleetmute, AK","Alaska",
1.00,73.00,"Hageland Aviation Service","SXP","Sheldon Point, AK","Alaska","PQS","Pilot Station, AK","Alaska",
1.00,57.00,"Hageland Aviation Service","TLT","Tuluksak, AK","Alaska","ANI","Aniak, AK","Alaska",
1.00,36.00,"Hageland Aviation Service","UNK","Unalakleet, AK","Alaska","SKK","Shaktoolik, AK","Alaska",
1.00,79.00,"Hageland Aviation Service","VEE","Venetie, AK","Alaska","ARC","Arctic Village, AK","Alaska",
1.00,75.00,"Hageland Aviation Service","WBB","Stebbins, AK","Alaska","GLV","Golovin, AK","Alaska",
1.00,16.00,"Hageland Aviation Service","WNA","Napakiak, AK","Alaska","ATT","Atmautluak, AK","Alaska",
1.00,62.00,"Harris Air Services","PTD","Port Alexander, AK","Alaska","SIT","Sitka, AK","Alaska",
1.00,9.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","GST","Gustavus, AK","Alaska","EXI","Excursion Inlet, AK","Alaska",
1.00,64.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","JNU","Juneau, AK","Alaska","ELV","Elfin Cove, AK","Alaska",
1.00,123.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","PSG","Petersburg, AK","Alaska","JNU","Juneau, AK","Alaska",
1.00,179.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","SGY","Skagway, AK","Alaska","KAE","Kake, AK","Alaska",
1.00,359.00,"Tradewind Aviation","ACK","Nantucket, MA","Massachusetts","ELM","Elmira/Corning, NY","New York",
1.00,98.00,"Tradewind Aviation","ACK","Nantucket, MA","Massachusetts","MTP","Montauk Point, NY","New York",
1.00,66.00,"Tradewind Aviation","ACK","Nantucket, MA","Massachusetts","NPT","Newport, RI","Rhode Island",
1.00,820.00,"Tradewind Aviation","ASE","Aspen, CO","Colorado","TXK","Texarkana, AR","Arkansas",
1.00,876.00,"Tradewind Aviation","ATL","Atlanta, GA","Georgia","BID","Block Island, RI","Rhode Island",
1.00,121.00,"Tradewind Aviation","BAF","Westfield, MA","Massachusetts","MVY","Martha's Vineyard, MA","Massachusetts",
1.00,167.00,"Tradewind Aviation","BDR","Bridgeport, CT","Connecticut","UBF","Chatham, MA","Massachusetts",
1.00,158.00,"Tradewind Aviation","BED","Bedford, MA","Massachusetts","HPN","White Plains, NY","New York",
1.00,200.00,"Tradewind Aviation","BOS","Boston, MA","Massachusetts","EWR","Newark, NJ","New Jersey",
1.00,324.00,"Tradewind Aviation","CHO","Charlottesville, VA","Virginia","HPN","White Plains, NY","New York",
1.00,359.00,"Tradewind Aviation","ELM","Elmira/Corning, NY","New York","ACK","Nantucket, MA","Massachusetts",
1.00,190.00,"Tradewind Aviation","EWB","New Bedford/Fall River, MA","Massachusetts","MMU","Morristown, NJ","New Jersey",
1.00,91.00,"Tradewind Aviation","FOK","Westhampton, NY","New York","BLM","Belmar/Farmingdale, NJ","New Jersey",
1.00,134.00,"Tradewind Aviation","FOK","Westhampton, NY","New York","BOS","Boston, MA","Massachusetts",
1.00,58.00,"Tradewind Aviation","FOK","Westhampton, NY","New York","HPN","White Plains, NY","New York",
1.00,151.00,"Tradewind Aviation","GON","New London/Groton, CT","Connecticut","VWK","Saratoga Springs, NY","New York",
1.00,151.00,"Tradewind Aviation","HFD","Hartford, CT","Connecticut","TTN","Trenton, NJ","New Jersey",
1.00,158.00,"Tradewind Aviation","HPN","White Plains, NY","New York","BED","Bedford, MA","Massachusetts",
1.00,489.00,"Tradewind Aviation","HPN","White Plains, NY","New York","CMH","Columbus, OH","Ohio",
1.00,58.00,"Tradewind Aviation","HPN","White Plains, NY","New York","FOK","Westhampton, NY","New York",
1.00,124.00,"Tradewind Aviation","HPN","White Plains, NY","New York","PA5","West Chester, PA","Pennsylvania",
1.00,315.00,"Tradewind Aviation","HPN","White Plains, NY","New York","WVL","Augusta/Waterville, ME","Maine",
1.00,116.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","ACK","Nantucket, MA","Massachusetts",
1.00,236.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","LEW","Lewiston/Auburn, ME","Maine",
1.00,90.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","MVY","Martha's Vineyard, MA","Massachusetts",
1.00,64.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","NPT","Newport, RI","Rhode Island",
1.00,168.00,"Tradewind Aviation","ITH","Ithaca/Cortland, NY","New York","TEB","Teterboro, NJ","New Jersey",
1.00,114.00,"Tradewind Aviation","JFK","New York, NY","New York","WST","Westerly, RI","Rhode Island",
1.00,209.00,"Tradewind Aviation","LCI","Laconia, NH","New Hampshire","HPN","White Plains, NY","New York",
1.00,241.00,"Tradewind Aviation","MJX","Toms River, NJ","New Jersey","ACK","Nantucket, MA","Massachusetts",
1.00,121.00,"Tradewind Aviation","MVY","Martha's Vineyard, MA","Massachusetts","BAF","Westfield, MA","Massachusetts",
1.00,84.00,"Tradewind Aviation","MVY","Martha's Vineyard, MA","Massachusetts","BVY","Beverly, MA","Massachusetts",
1.00,200.00,"Tradewind Aviation","NHZ","Brunswick, ME","Maine","WST","Westerly, RI","Rhode Island",
1.00,66.00,"Tradewind Aviation","NPT","Newport, RI","Rhode Island","ACK","Nantucket, MA","Massachusetts",
1.00,130.00,"Tradewind Aviation","NPT","Newport, RI","Rhode Island","HPN","White Plains, NY","New York",
1.00,190.00,"Tradewind Aviation","NY7","Skaneateles, NY","New York","HPN","White Plains, NY","New York",
1.00,134.00,"Tradewind Aviation","NY7","Skaneateles, NY","New York","MPO","Mt. Pocono, PA","Pennsylvania",
1.00,109.00,"Tradewind Aviation","OWD","Norwood, MA","Massachusetts","HVN","New Haven, CT","Connecticut",
1.00,188.00,"Tradewind Aviation","PA5","West Chester, PA","Pennsylvania","HTO","East Hampton, NY","New York",
1.00,187.00,"Tradewind Aviation","PWM","Portland, ME","Maine","LKP","Lake Placid, NY","New York",
1.00,203.00,"Tradewind Aviation","RIC","Richmond, VA","Virginia","NJ1","Berlin, NJ","New Jersey",
1.00,129.00,"Tradewind Aviation","RUT","Rutland, VT","Vermont","OWD","Norwood, MA","Massachusetts",
1.00,171.00,"Tradewind Aviation","TEB","Teterboro, NJ","New Jersey","EWB","New Bedford/Fall River, MA","Massachusetts",
1.00,212.00,"Tradewind Aviation","TEB","Teterboro, NJ","New Jersey","LEB","Lebanon-Hanover, NH","New Hampshire",
1.00,151.00,"Tradewind Aviation","TTN","Trenton, NJ","New Jersey","HFD","Hartford, CT","Connecticut",
1.00,166.00,"Tradewind Aviation","VWK","Saratoga Springs, NY","New York","HTO","East Hampton, NY","New York",
1.00,200.00,"Tradewind Aviation","WST","Westerly, RI","Rhode Island","NHZ","Brunswick, ME","Maine",
1.00,103.00,"Tradewind Aviation","WST","Westerly, RI","Rhode Island","NY5","Millbrook, NY","New York",
1.00,60.00,"Ward Air","CYM","Chatham, AK","Alaska","JNU","Juneau, AK","Alaska",
1.00,14.00,"Ward Air","FNR","Funter Bay Alaska, AK","Alaska","JNU","Juneau, AK","Alaska",
1.00,725.00,"Avjet Corporation","ASE","Aspen, CO","Colorado","BUR","Burbank, CA","California",
1.00,959.00,"Avjet Corporation","BFI","Seattle, WA","Washington","LAX","Los Angeles, CA","California",
1.00,725.00,"Avjet Corporation","BUR","Burbank, CA","California","ASE","Aspen, CO","Colorado",
1.00,669.00,"Avjet Corporation","BUR","Burbank, CA","California","PGO","Pagosa Springs, CO","Colorado",
1.00,345.00,"Avjet Corporation","BUR","Burbank, CA","California","SAC","Sacramento, CA","California",
1.00,1203.00,"Avjet Corporation","IAG","Niagara Falls, NY","New York","DAL","Dallas, TX","Texas",
1.00,1056.00,"Avjet Corporation","SAN","San Diego, CA","California","BFI","Seattle, WA","Washington",
1.00,1986.00,"Atlas Air Inc.","MZJ","Marana, AZ","Arizona","BWI","Baltimore, MD","Maryland",
1.00,387.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","DSI","Destin, FL","Florida","MQY","Smyrna, TN","Tennessee",
1.00,801.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","FOK","Westhampton, NY","New York","PDK","Atlanta, GA","Georgia",
1.00,2531.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","FOK","Westhampton, NY","New York","VNY","Van Nuys, CA","California",
1.00,373.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","INT","Winston-Salem, NC","North Carolina","TN8","Nashville, TN","Tennessee",
1.00,404.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MDW","Chicago, IL","Illinois","MQY","Smyrna, TN","Tennessee",
1.00,404.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MQY","Smyrna, TN","Tennessee","MDW","Chicago, IL","Illinois",
1.00,206.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MQY","Smyrna, TN","Tennessee","MEM","Memphis, TN","Tennessee",
1.00,468.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MQY","Smyrna, TN","Tennessee","MSY","New Orleans, LA","Louisiana",
1.00,407.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MQY","Smyrna, TN","Tennessee","TLH","Tallahassee, FL","Florida",
1.00,228.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MSY","New Orleans, LA","Louisiana","DSI","Destin, FL","Florida",
1.00,801.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","PDK","Atlanta, GA","Georgia","FOK","Westhampton, NY","New York",
1.00,246.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","THA","Tullahoma, TN","Tennessee","POF","Poplar Bluff, MO","Missouri",
1.00,407.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","TLH","Tallahassee, FL","Florida","MQY","Smyrna, TN","Tennessee",
1.00,373.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","TN8","Nashville, TN","Tennessee","INT","Winston-Salem, NC","North Carolina",
1.00,1035.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","TSM","Taos, NM","New Mexico","UGN","Waukegan, IL","Illinois",
1.00,74.00,"Mokulele Flight Services, Inc.","MKK","Hoolehua, HI","Hawaii","HNM","Hana, HI","Hawaii",
1.00,147.00,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines","PGA","Page, AZ","Arizona","1G4","Peach Springs, AZ","Arizona",
1.00,400.00,"Jet Aviation Flight Services, Inc.","BKL","Cleveland, OH","Ohio","TEB","Teterboro, NJ","New Jersey",
1.00,86.00,"Jet Aviation Flight Services, Inc.","BOS","Boston, MA","Massachusetts","LCI","Laconia, NH","New Hampshire",
1.00,865.00,"Jet Aviation Flight Services, Inc.","BOS","Boston, MA","Massachusetts","PWK","Chicago, IL","Illinois",
1.00,237.00,"Jet Aviation Flight Services, Inc.","BTV","Burlington, VT","Vermont","HPN","White Plains, NY","New York",
1.00,2218.00,"Jet Aviation Flight Services, Inc.","BUF","Buffalo, NY","New York","LAX","Los Angeles, CA","California",
1.00,373.00,"Jet Aviation Flight Services, Inc.","BUR","Burbank, CA","California","SCF","Phoenix, AZ","Arizona",
1.00,296.00,"Jet Aviation Flight Services, Inc.","BUR","Burbank, CA","California","SJC","San Jose, CA","California",
1.00,873.00,"Jet Aviation Flight Services, Inc.","DAL","Dallas, TX","Texas","SCF","Phoenix, AZ","Arizona",
1.00,491.00,"Jet Aviation Flight Services, Inc.","DTW","Detroit, MI","Michigan","TEB","Teterboro, NJ","New Jersey",
1.00,1053.00,"Jet Aviation Flight Services, Inc.","ENW","Kenosha, WI","Wisconsin","RIL","Rifle, CO","Colorado",
1.00,754.00,"Jet Aviation Flight Services, Inc.","FTY","Atlanta, GA","Georgia","TEB","Teterboro, NJ","New Jersey",
1.00,1732.00,"Jet Aviation Flight Services, Inc.","HDN","Hayden, CO","Colorado","TEB","Teterboro, NJ","New Jersey",
1.00,162.00,"Jet Aviation Flight Services, Inc.","IND","Indianapolis, IN","Indiana","MDW","Chicago, IL","Illinois",
1.00,2334.00,"Jet Aviation Flight Services, Inc.","LAS","Las Vegas, NV","Nevada","GON","New London/Groton, CT","Connecticut",
1.00,89.00,"Jet Aviation Flight Services, Inc.","LAX","Los Angeles, CA","California","SBA","Santa Barbara, CA","California",
1.00,2459.00,"Jet Aviation Flight Services, Inc.","LAX","Los Angeles, CA","California","TEB","Teterboro, NJ","New Jersey",
1.00,86.00,"Jet Aviation Flight Services, Inc.","MDW","Chicago, IL","Illinois","MI7","South Haven, MI","Michigan",
1.00,86.00,"Jet Aviation Flight Services, Inc.","MI7","South Haven, MI","Michigan","MDW","Chicago, IL","Illinois",
1.00,317.00,"Jet Aviation Flight Services, Inc.","MSP","Minneapolis, MN","Minnesota","UGN","Waukegan, IL","Illinois",
1.00,2183.00,"Jet Aviation Flight Services, Inc.","ORL","Orlando, FL","Florida","SNA","Santa Ana, CA","California",
1.00,264.00,"Jet Aviation Flight Services, Inc.","OXR","Oxnard/Ventura, CA","California","LAS","Las Vegas, NV","Nevada",
1.00,109.00,"Jet Aviation Flight Services, Inc.","SAN","San Diego, CA","California","LAX","Los Angeles, CA","California",
1.00,89.00,"Jet Aviation Flight Services, Inc.","SBA","Santa Barbara, CA","California","LAX","Los Angeles, CA","California",
1.00,373.00,"Jet Aviation Flight Services, Inc.","SCF","Phoenix, AZ","Arizona","BUR","Burbank, CA","California",
1.00,873.00,"Jet Aviation Flight Services, Inc.","SCF","Phoenix, AZ","Arizona","DAL","Dallas, TX","Texas",
1.00,234.00,"Jet Aviation Flight Services, Inc.","SJC","San Jose, CA","California","SBA","Santa Barbara, CA","California",
1.00,605.00,"Jet Aviation Flight Services, Inc.","SJC","San Jose, CA","California","UT1","Heber, UT","Utah",
1.00,291.00,"Jet Aviation Flight Services, Inc.","SJC","San Jose, CA","California","VNY","Van Nuys, CA","California",
1.00,2449.00,"Jet Aviation Flight Services, Inc.","SNA","Santa Ana, CA","California","ALB","Albany, NY","New York",
1.00,360.00,"Jet Aviation Flight Services, Inc.","SNA","Santa Ana, CA","California","AZA","Phoenix, AZ","Arizona",
1.00,2178.00,"Jet Aviation Flight Services, Inc.","SNA","Santa Ana, CA","California","CHS","Charleston, SC","South Carolina",
1.00,1628.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","COS","Colorado Springs, CO","Colorado",
1.00,491.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","DTW","Detroit, MI","Michigan",
1.00,726.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","ENW","Kenosha, WI","Wisconsin",
1.00,754.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","FTY","Atlanta, GA","Georgia",
1.00,715.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","MDW","Chicago, IL","Illinois",
1.00,11.00,"Jet Aviation Flight Services, Inc.","TSS","New York, NY","New York","EWR","Newark, NJ","New Jersey",
1.00,204.00,"Jet Aviation Flight Services, Inc.","UGN","Waukegan, IL","Illinois","IND","Indianapolis, IN","Indiana",
1.00,82.00,"Jet Aviation Flight Services, Inc.","WKV","Philadelphia, PA","Pennsylvania","TSS","New York, NY","New York",
1.00,369.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","APC","Napa, CA","California",
1.00,19.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","BUR","Burbank, CA","California",
1.00,13.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","LGB","Long Beach, CA","California",
1.00,737.00,"ADVANCED AIR, LLC","LAX","Los Angeles, CA","California","ASE","Aspen, CO","Colorado",
1.00,13.00,"ADVANCED AIR, LLC","LGB","Long Beach, CA","California","HHR","Hawthorne, CA","California",
1.00,34.00,"ADVANCED AIR, LLC","OAK","Oakland, CA","California","APC","Napa, CA","California",
1.00,615.00,"ADVANCED AIR, LLC","OAK","Oakland, CA","California","SDX","Sedona, AZ","Arizona",
1.00,331.00,"ADVANCED AIR, LLC","SQL","San Carlos, CA","California","HHR","Hawthorne, CA","California",
1.00,355.00,"ADVANCED AIR, LLC","TVL","Lake Tahoe, CA","California","HHR","Hawthorne, CA","California",
1.00,47.00,"Venture Travel LLC d/b/a Taquan Air Service","EDA","Edna Bay, AK","Alaska","KTB","Thorne Bay, AK","Alaska",
1.00,47.00,"Venture Travel LLC d/b/a Taquan Air Service","HYG","Hydaburg, AK","Alaska","WFB","Ketchikan, AK","Alaska",
1.00,102.00,"Venture Travel LLC d/b/a Taquan Air Service","KPB","Point Baker, AK","Alaska","WFB","Ketchikan, AK","Alaska",
1.00,71.00,"Venture Travel LLC d/b/a Taquan Air Service","WFB","Ketchikan, AK","Alaska","NKI","Naukiti, AK","Alaska",
1.00,0.00,"Spernak Airways Inc.","TYE","Tyonek, AK","Alaska","TYE","Tyonek, AK","Alaska",
1.00,217.00,"Commutair Aka Champlain Enterprises, Inc.","BDL","Hartford, CT","Connecticut","ELM","Elmira/Corning, NY","New York",
1.00,674.00,"Commutair Aka Champlain Enterprises, Inc.","BUF","Buffalo, NY","New York","STL","St. Louis, MO","Missouri",
1.00,571.00,"Commutair Aka Champlain Enterprises, Inc.","CHO","Charlottesville, VA","Virginia","PWM","Portland, ME","Maine",
1.00,662.00,"Commutair Aka Champlain Enterprises, Inc.","ELM","Elmira/Corning, NY","New York","CHS","Charleston, SC","South Carolina",
1.00,479.00,"Commutair Aka Champlain Enterprises, Inc.","GSO","Greensboro/High Point, NC","North Carolina","ITH","Ithaca/Cortland, NY","New York",
1.00,409.00,"Commutair Aka Champlain Enterprises, Inc.","PWM","Portland, ME","Maine","MDT","Harrisburg, PA","Pennsylvania",
1.00,863.00,"Commutair Aka Champlain Enterprises, Inc.","ROC","Rochester, NY","New York","MEM","Memphis, TN","Tennessee",
1.00,973.00,"Commutair Aka Champlain Enterprises, Inc.","STL","St. Louis, MO","Missouri","BTV","Burlington, VT","Vermont",
1.00,40.00,"ExpressJet Airlines Inc.","CLE","Cleveland, OH","Ohio","CAK","Akron, OH","Ohio",
1.00,143.00,"SkyWest Airlines Inc.","ALB","Albany, NY","New York","EWR","Newark, NJ","New Jersey",
1.00,69.00,"SkyWest Airlines Inc.","APN","Alpena, MI","Michigan","PLN","Pellston, MI","Michigan",
1.00,659.00,"SkyWest Airlines Inc.","CVG","Cincinnati, OH","Kentucky","DLH","Duluth, MN","Minnesota",
1.00,175.00,"SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","OKC","Oklahoma City, OK","Oklahoma",
1.00,77.00,"SkyWest Airlines Inc.","FWA","Fort Wayne, IN","Indiana","SBN","South Bend, IN","Indiana",
1.00,132.00,"SkyWest Airlines Inc.","ICT","Wichita, KS","Kansas","TUL","Tulsa, OK","Oklahoma",
1.00,184.00,"SkyWest Airlines Inc.","LGA","New York, NY","New York","BOS","Boston, MA","Massachusetts",
1.00,188.00,"SkyWest Airlines Inc.","RAP","Rapid City, SD","South Dakota","CPR","Casper, WY","Wyoming",
1.00,405.00,"SkyWest Airlines Inc.","ROA","Roanoke, VA","Virginia","LGA","New York, NY","New York",
1.00,872.00,"United Air Lines Inc.","CID","Cedar Rapids/Iowa City, IA","Iowa","AUS","Austin, TX","Texas",
1.00,2155.00,"Southwest Airlines Co.","TPA","Tampa, FL","Florida","BUR","Burbank, CA","California",
1.00,1558.00,"Southwest Airlines Co.","TUL","Tulsa, OK","Oklahoma","SEA","Seattle, WA","Washington",
1.00,541.00,"Southwest Airlines Co.","TUS","Tucson, AZ","Arizona","LBB","Lubbock, TX","Texas",
1.00,601.00,"Southwest Airlines Co.","TUS","Tucson, AZ","Arizona","SLC","Salt Lake City, UT","Utah",
